num_chars_from,special_chars_from,uppercase_percentage_from,date,subject,body,label
21,2,10.526315789473683,18,3,3,1
15,2,0.0,12,3,3,1
15,2,0.0,16,3,3,1
25,2,0.0,12,3,3,1
18,2,12.5,14,3,3,1
18,2,0.0,18,2,4,1
20,2,0.0,15,3,4,1
20,2,0.0,23,1,2,1
22,2,0.0,19,3,4,1
24,3,0.0,02,3,4,1
11,2,0.0,17,3,3,1
50,7,0.0,04,2,3,1
17,2,6.666666666666667,20,3,3,1
26,3,0.0,10,1,1,1
34,4,0.0,15,2,1,1
18,2,0.0,16,2,4,1
23,3,0.0,03,3,4,1
18,3,0.0,13,3,4,1
26,2,0.0,13,2,2,1
33,4,27.586206896551722,23,1,3,1
31,4,0.0,12,4,4,1
31,4,0.0,17,4,4,1
15,2,0.0,23,1,2,1
25,4,9.523809523809524,12,3,5,1
19,2,64.70588235294117,13,2,2,1
16,2,7.142857142857142,15,3,2,1
44,4,3.0303030303030303,16,3,2,1
31,2,0.0,18,3,2,1
11,2,66.66666666666666,09,3,3,1
19,2,11.76470588235294,21,2,2,1
19,3,0.0,11,3,3,1
17,2,13.333333333333334,13,3,3,1
18,2,0.0,05,3,1,1
27,3,0.0,09,3,5,1
17,2,13.333333333333334,14,2,4,1
25,2,0.0,19,2,1,1
15,2,0.0,13,3,4,1
NULL,NULL,NULL,15,2,2,1
24,3,0.0,09,1,3,1
25,4,9.523809523809524,12,3,3,1
28,4,8.333333333333332,21,2,4,1
28,4,8.333333333333332,22,2,3,1
31,3,0.0,21,3,2,1
28,2,7.6923076923076925,00,3,3,1
14,2,0.0,09,2,3,1
23,3,0.0,14,2,2,1
15,2,0.0,19,1,4,1
27,4,8.695652173913043,14,3,4,1
35,2,0.0,09,3,4,1
27,4,8.695652173913043,13,3,3,1
24,3,0.0,15,2,1,1
19,2,0.0,12,2,3,1
31,4,0.0,22,3,4,1
27,4,8.695652173913043,11,3,4,1
24,2,0.0,01,3,3,1
21,3,0.0,16,2,4,1
22,4,0.0,19,3,4,1
20,3,0.0,20,3,4,1
28,3,0.0,11,3,4,1
28,3,0.0,11,3,4,1
28,3,0.0,12,3,4,1
32,3,13.793103448275861,00,1,4,1
17,2,0.0,10,1,3,1
23,3,0.0,15,2,2,1
26,3,0.0,23,3,1,1
31,2,0.0,23,1,4,1
15,2,0.0,04,1,2,1
28,4,0.0,03,2,3,1
16,2,28.57142857142857,17,3,1,1
27,2,61.111111111111114,18,3,3,1
23,4,0.0,09,1,3,1
24,3,0.0,23,3,3,1
27,4,8.695652173913043,09,3,4,1
16,2,0.0,13,2,4,1
23,2,0.0,23,3,3,1
18,2,6.25,03,2,1,1
30,3,14.814814814814813,23,1,4,1
36,5,9.67741935483871,23,1,1,1
21,3,0.0,22,3,2,1
23,2,0.0,06,3,4,1
16,3,0.0,14,2,2,1
32,3,13.793103448275861,13,3,3,1
35,4,0.0,16,3,2,1
37,3,0.0,00,3,2,1
32,3,13.793103448275861,00,3,3,1
37,3,0.0,04,3,3,1
37,3,0.0,08,1,2,1
25,2,0.0,19,2,3,1
22,3,0.0,05,3,4,1
18,2,43.75,17,3,3,1
29,3,0.0,13,2,4,1
30,5,16.0,21,3,3,1
30,4,23.076923076923077,14,1,3,1
18,2,12.5,11,3,1,1
14,3,9.090909090909092,00,3,3,1
43,5,15.789473684210526,19,2,2,1
22,3,0.0,22,3,2,1
46,5,19.51219512195122,08,2,2,1
17,2,0.0,20,1,1,1
23,5,0.0,22,3,4,1
28,3,0.0,22,2,4,1
21,3,0.0,15,2,4,1
21,3,0.0,15,3,4,1
35,5,20.0,00,2,3,1
35,5,23.333333333333332,06,1,2,1
32,3,13.793103448275861,01,3,3,1
20,2,0.0,03,1,4,1
43,4,20.51282051282051,18,1,3,1
43,4,20.51282051282051,22,1,3,1
43,4,20.51282051282051,01,1,3,1
20,2,0.0,17,3,4,1
30,3,3.7037037037037033,04,2,4,1
36,4,21.875,17,2,3,1
23,2,0.0,11,3,4,1
27,3,45.45454545454545,23,2,3,1
40,2,0.0,09,3,2,1
24,3,57.14285714285714,13,1,2,1
40,4,19.444444444444446,19,2,3,1
40,4,19.444444444444446,02,2,3,1
19,2,0.0,09,2,3,1
19,2,0.0,09,3,4,1
40,2,0.0,04,2,1,1
33,5,0.0,01,3,3,1
19,2,0.0,16,3,4,1
18,2,0.0,11,2,4,1
22,2,0.0,13,2,4,1
22,2,0.0,00,3,3,1
20,2,11.11111111111111,18,2,3,1
19,2,11.76470588235294,09,2,3,1
19,2,11.76470588235294,11,2,2,1
19,2,0.0,19,2,3,1
19,2,0.0,20,2,4,1
19,2,0.0,02,2,4,1
32,3,13.793103448275861,22,3,3,1
24,2,0.0,12,3,3,1
16,3,0.0,22,1,1,1
46,5,19.51219512195122,21,1,3,1
32,3,6.896551724137931,02,2,2,1
26,3,0.0,03,3,3,1
20,2,0.0,13,2,2,1
28,3,8.0,11,2,4,1
13,2,0.0,00,4,4,1
18,2,0.0,00,2,3,1
27,3,0.0,17,3,3,1
28,3,8.0,11,2,3,1
18,2,0.0,01,3,3,1
16,2,0.0,17,3,3,1
17,3,0.0,19,3,3,1
20,2,0.0,20,1,2,1
18,2,0.0,01,3,3,1
16,3,0.0,02,3,2,1
NULL,NULL,NULL,05,2,3,1
20,3,0.0,07,2,2,1
38,4,0.0,18,2,3,1
34,4,0.0,18,3,3,1
24,2,0.0,01,2,3,1
15,2,0.0,06,3,3,1
15,2,0.0,07,3,2,1
22,3,0.0,20,3,3,1
27,3,16.666666666666664,20,3,3,1
25,3,0.0,22,2,1,1
29,3,0.0,00,3,3,1
24,2,0.0,22,3,3,1
16,2,0.0,23,3,3,1
24,2,0.0,14,2,4,1
24,2,0.0,17,2,3,1
23,3,0.0,17,3,3,1
23,3,60.0,18,3,3,1
25,5,0.0,17,3,3,1
24,2,0.0,09,3,2,1
24,2,0.0,21,3,3,1
22,2,0.0,21,2,3,1
26,2,0.0,23,3,3,1
24,2,0.0,23,2,3,1
22,2,0.0,22,2,1,1
22,2,0.0,00,2,1,1
25,2,0.0,00,2,3,1
19,3,0.0,20,3,1,1
24,2,0.0,22,2,3,1
21,4,11.76470588235294,23,3,3,1
21,4,11.76470588235294,23,3,3,1
27,3,0.0,20,2,3,1
24,2,0.0,19,3,3,1
17,3,0.0,20,3,2,1
21,2,0.0,16,3,3,1
26,3,0.0,23,3,2,1
37,4,0.0,14,1,3,1
19,2,0.0,18,3,2,1
18,3,20.0,23,1,3,1
30,5,0.0,01,3,4,1
23,3,0.0,04,1,1,1
27,3,0.0,03,3,3,1
16,2,0.0,22,3,3,1
22,2,0.0,02,2,3,1
33,2,0.0,04,3,3,1
18,2,0.0,00,3,3,1
31,4,0.0,22,3,3,1
18,3,0.0,02,1,3,1
20,2,0.0,10,2,1,1
17,3,0.0,14,3,3,1
26,4,0.0,21,3,2,1
20,3,0.0,14,1,4,1
20,2,0.0,10,2,1,1
28,2,0.0,18,3,1,1
20,2,0.0,00,2,1,1
24,3,0.0,20,2,1,1
17,2,0.0,16,2,3,1
30,2,0.0,03,3,3,1
20,2,0.0,21,2,2,1
21,2,0.0,08,2,1,1
31,2,0.0,20,3,2,1
39,4,0.0,00,3,2,1
15,2,0.0,17,2,3,1
16,2,0.0,13,2,3,1
17,2,0.0,18,3,3,1
33,3,0.0,15,3,3,1
16,2,0.0,06,3,3,1
19,2,0.0,21,2,4,1
24,2,0.0,06,2,3,1
33,3,0.0,02,3,3,1
25,2,0.0,05,3,3,1
24,2,0.0,08,1,3,1
16,2,0.0,16,2,4,1
24,2,0.0,16,3,3,1
28,4,9.090909090909092,08,2,4,1
27,4,0.0,17,3,4,1
21,2,0.0,16,2,3,1
28,4,9.090909090909092,13,2,3,1
24,2,0.0,00,3,3,1
NULL,NULL,NULL,14,2,3,1
32,3,0.0,17,2,3,1
20,2,13.333333333333334,16,3,3,1
14,2,0.0,02,1,3,1
22,2,35.294117647058826,23,1,3,1
26,2,0.0,23,3,3,1
26,2,0.0,23,3,4,1
23,2,0.0,00,3,3,1
24,2,0.0,11,3,3,1
17,2,0.0,08,2,3,1
17,2,0.0,11,2,3,1
26,3,4.3478260869565215,03,3,4,1
26,3,4.3478260869565215,07,3,4,1
23,2,0.0,08,2,2,1
31,3,0.0,10,3,3,1
31,3,0.0,23,3,3,1
21,2,10.526315789473683,10,3,4,1
30,3,0.0,16,3,4,1
15,2,0.0,06,3,3,1
18,2,0.0,18,3,3,1
14,2,0.0,12,3,3,1
23,2,0.0,21,3,3,1
24,2,0.0,00,3,3,1
24,2,0.0,04,3,3,1
24,2,0.0,11,2,3,1
23,2,0.0,00,3,3,1
22,2,0.0,02,2,3,1
17,2,6.666666666666667,23,2,4,1
29,4,0.0,23,3,3,1
18,2,0.0,11,2,4,1
18,2,0.0,15,3,3,1
20,3,0.0,17,2,1,1
29,2,0.0,16,3,4,1
24,3,0.0,07,2,2,1
24,3,0.0,13,2,2,1
22,4,0.0,23,3,2,1
22,3,0.0,00,1,1,1
37,2,0.0,08,2,3,1
24,2,0.0,23,3,3,1
24,3,9.523809523809524,14,2,2,1
26,2,0.0,18,3,4,1
24,3,9.523809523809524,10,4,4,1
25,2,8.695652173913043,08,2,4,1
24,2,0.0,17,2,3,1
15,3,0.0,04,2,3,1
31,2,0.0,09,2,2,1
20,3,0.0,12,3,3,1
27,3,0.0,14,2,3,1
15,2,0.0,08,3,3,1
15,2,0.0,10,3,3,1
24,2,0.0,13,2,3,1
28,4,0.0,14,3,4,1
27,2,16.0,15,3,3,1
21,2,0.0,20,3,2,1
22,2,0.0,22,3,3,1
16,3,0.0,23,2,3,1
19,2,0.0,14,3,3,1
16,2,71.42857142857143,11,2,4,1
23,2,0.0,00,2,3,1
22,2,0.0,14,2,2,1
21,2,0.0,16,3,4,1
24,2,0.0,16,2,3,1
19,2,0.0,12,3,3,1
24,2,0.0,23,3,4,1
16,3,0.0,00,1,1,1
26,2,0.0,08,2,4,1
26,2,0.0,14,2,2,1
28,2,3.8461538461538463,22,2,4,1
28,2,3.8461538461538463,22,3,3,1
23,2,0.0,14,2,3,1
24,2,0.0,17,1,3,1
26,2,0.0,22,2,4,1
26,2,0.0,22,3,3,1
24,2,0.0,17,3,2,1
24,2,0.0,10,3,4,1
28,3,16.0,04,2,3,1
14,2,0.0,08,2,3,1
25,2,0.0,23,3,4,1
33,3,0.0,02,3,3,1
13,2,0.0,04,2,3,1
21,3,0.0,15,3,3,1
26,3,0.0,11,2,3,1
26,3,0.0,11,2,4,1
19,2,0.0,01,3,2,1
35,3,6.25,13,2,4,1
20,3,5.88235294117647,01,2,4,1
24,2,0.0,21,2,4,1
24,2,13.636363636363635,18,3,3,1
19,2,0.0,04,1,2,1
21,4,11.76470588235294,18,2,4,1
24,2,0.0,16,1,4,1
24,2,0.0,16,3,3,1
17,2,0.0,02,3,2,1
18,2,0.0,14,3,1,1
19,4,0.0,15,3,3,1
18,2,0.0,05,2,2,1
20,3,0.0,01,3,2,1
21,3,0.0,16,2,3,1
24,2,0.0,20,3,3,1
21,2,0.0,14,2,2,1
21,2,0.0,21,2,2,1
21,2,0.0,02,2,2,1
26,4,0.0,21,2,4,1
27,3,0.0,05,3,3,1
18,2,0.0,12,1,3,1
22,2,0.0,16,3,3,1
27,3,0.0,05,3,3,1
24,2,0.0,22,1,3,1
24,2,0.0,16,2,3,1
19,2,0.0,14,3,3,1
24,2,0.0,19,2,3,1
19,2,0.0,20,1,3,1
20,3,0.0,00,3,2,1
13,2,0.0,19,3,3,1
24,2,0.0,21,3,3,1
24,2,0.0,21,3,3,1
27,2,0.0,23,3,2,1
24,2,0.0,11,3,3,1
19,2,0.0,01,2,2,1
27,4,0.0,11,2,3,1
21,2,0.0,14,2,2,1
22,3,0.0,19,1,3,1
23,2,0.0,21,3,4,1
21,2,0.0,18,2,2,1
24,2,0.0,00,2,3,1
18,2,0.0,11,2,4,1
29,2,0.0,12,2,3,1
18,3,0.0,23,3,4,1
25,3,0.0,07,3,3,1
24,2,0.0,15,3,3,1
37,3,0.0,10,2,4,1
29,3,3.8461538461538463,17,3,3,1
60,8,0.0,02,1,3,1
16,2,7.142857142857142,15,3,2,1
24,2,0.0,08,3,3,1
20,2,0.0,02,3,4,1
31,5,0.0,16,2,3,1
24,3,0.0,07,1,2,1
26,3,0.0,09,2,3,1
19,1,0.0,01,3,2,1
31,2,0.0,12,2,3,1
24,2,0.0,17,3,3,1
16,2,0.0,18,2,3,1
15,2,0.0,18,3,2,1
26,3,0.0,22,2,2,1
20,3,0.0,01,3,4,1
29,3,0.0,23,2,3,1
21,4,0.0,05,3,4,1
31,5,0.0,05,2,4,1
17,2,0.0,07,2,3,1
22,2,0.0,17,1,1,1
20,2,0.0,00,2,3,1
23,3,0.0,16,4,3,1
24,4,5.0,18,2,3,1
17,4,15.384615384615385,21,1,4,1
27,3,0.0,16,1,2,1
10,2,0.0,03,2,1,1
24,2,0.0,17,2,3,1
24,2,13.636363636363635,11,3,3,1
17,2,6.666666666666667,00,3,3,1
17,2,6.666666666666667,00,3,3,1
17,2,6.666666666666667,00,3,3,1
22,2,0.0,04,2,4,1
22,2,0.0,05,2,4,1
22,2,0.0,07,2,4,1
20,2,0.0,09,3,4,1
20,2,0.0,10,3,4,1
27,2,0.0,00,2,2,1
25,4,0.0,15,2,3,1
25,4,0.0,15,2,3,1
27,3,16.666666666666664,12,3,3,1
28,2,0.0,18,2,4,1
23,4,0.0,17,2,4,1
11,2,0.0,04,3,4,1
32,2,0.0,01,2,2,1
39,5,17.647058823529413,02,3,2,1
15,2,0.0,02,3,2,1
32,2,0.0,05,2,2,1
19,3,0.0,17,3,2,1
24,2,0.0,13,3,3,1
19,2,0.0,19,2,1,1
14,2,0.0,20,2,3,1
16,2,0.0,07,3,4,1
24,2,0.0,00,3,3,1
26,2,0.0,00,1,3,1
33,2,0.0,08,3,1,1
21,3,0.0,02,2,5,1
21,3,0.0,04,2,5,1
19,2,0.0,04,3,1,1
19,2,11.76470588235294,23,3,3,1
24,2,13.636363636363635,19,3,4,1
30,3,0.0,05,3,1,1
22,2,10.0,21,2,4,1
21,3,0.0,04,3,3,1
24,2,0.0,20,3,3,1
21,3,0.0,01,3,3,1
32,3,0.0,20,2,3,1
24,2,0.0,00,3,3,1
21,2,0.0,02,2,3,1
26,2,0.0,17,2,3,1
17,2,0.0,00,2,2,1
24,3,0.0,14,3,3,1
24,3,0.0,14,2,4,1
24,2,0.0,18,3,3,1
24,2,0.0,23,3,3,1
24,2,0.0,17,3,3,1
23,3,0.0,17,2,3,1
25,2,0.0,01,1,4,1
23,2,0.0,04,3,2,1
18,2,0.0,06,3,3,1
24,2,0.0,19,3,2,1
29,2,0.0,10,2,4,1
11,2,0.0,16,2,3,1
24,2,0.0,00,3,2,1
30,3,0.0,02,2,3,1
30,3,0.0,06,2,3,1
24,2,0.0,07,1,2,1
32,4,10.714285714285714,11,3,3,1
25,3,9.090909090909092,13,2,4,1
32,5,0.0,14,2,4,1
19,3,0.0,11,3,4,1
20,3,0.0,21,2,3,1
26,3,0.0,14,3,2,1
25,3,0.0,23,2,4,1
33,3,0.0,08,3,4,1
39,4,0.0,11,3,4,1
17,3,0.0,16,2,3,1
19,2,0.0,00,2,4,1
13,2,0.0,16,3,3,1
20,2,0.0,05,2,4,1
29,3,0.0,19,2,2,1
16,2,7.142857142857142,02,2,3,1
32,2,0.0,01,2,2,1
24,2,0.0,11,3,3,1
23,2,0.0,13,3,3,1
32,2,0.0,20,2,2,1
32,2,0.0,20,2,2,1
NULL,NULL,NULL,07,3,3,1
21,2,0.0,17,1,3,1
24,3,0.0,22,2,2,1
23,2,0.0,21,1,3,1
23,2,0.0,21,3,3,1
16,3,0.0,02,2,2,1
27,2,4.761904761904762,02,2,3,1
16,3,0.0,07,2,2,1
24,2,0.0,23,3,3,1
27,4,8.695652173913043,22,2,4,1
18,3,0.0,16,3,2,1
26,3,0.0,22,1,3,1
28,2,0.0,16,2,2,1
28,2,0.0,03,2,4,1
20,3,0.0,20,3,4,1
19,3,0.0,23,3,4,1
28,2,0.0,08,2,2,1
28,2,0.0,12,2,4,1
13,2,0.0,10,3,3,1
3,0,0.0,11,2,2,1
24,2,4.545454545454546,15,2,2,1
24,2,4.545454545454546,19,2,2,1
24,2,4.545454545454546,00,2,2,1
28,2,0.0,14,2,2,1
33,2,0.0,18,2,3,1
24,2,0.0,09,2,2,1
14,2,0.0,02,1,3,1
24,2,0.0,03,2,4,1
24,3,0.0,06,2,4,1
36,5,0.0,15,1,3,1
36,5,0.0,15,1,3,1
36,4,0.0,21,1,2,1
30,3,0.0,03,3,3,1
23,3,6.25,20,2,4,1
19,2,5.88235294117647,,3,2,1
20,2,0.0,15,2,4,1
20,2,0.0,00,2,4,1
20,2,11.11111111111111,21,2,2,1
13,2,0.0,00,3,3,1
31,4,0.0,15,3,3,1
24,2,0.0,15,2,3,1
22,3,15.789473684210526,14,2,5,1
19,3,0.0,20,1,2,1
20,3,0.0,23,2,4,1
25,3,0.0,19,3,4,1
22,2,0.0,15,3,1,1
24,2,13.636363636363635,15,3,3,1
19,2,0.0,05,3,3,1
22,3,0.0,11,3,3,1
32,2,0.0,12,3,3,1
30,3,0.0,18,2,4,1
24,2,0.0,07,3,3,1
21,4,0.0,14,2,3,1
16,2,0.0,12,2,2,1
24,2,0.0,18,2,3,1
20,3,0.0,03,3,5,1
56,7,2.0408163265306123,15,2,3,1
22,3,0.0,17,3,2,1
21,3,0.0,22,1,2,1
33,4,20.689655172413794,18,2,3,1
31,3,0.0,00,2,2,1
NULL,NULL,NULL,10,1,2,1
21,2,0.0,04,3,3,1
30,4,0.0,03,3,3,1
28,3,0.0,07,3,3,1
27,3,0.0,07,3,3,1
19,2,0.0,07,1,4,1
32,3,0.0,02,1,3,1
25,3,0.0,07,2,3,1
41,4,0.0,11,3,3,1
28,3,0.0,11,3,3,1
27,4,0.0,12,2,2,1
27,2,0.0,10,1,2,1
30,3,7.4074074074074066,22,1,3,1
32,4,3.8461538461538463,03,2,4,1
22,2,0.0,09,3,3,1
13,2,0.0,11,2,3,1
13,2,0.0,14,2,4,1
25,3,0.0,16,2,3,1
41,4,8.108108108108109,20,1,3,1
35,7,0.0,00,2,1,1
19,2,0.0,20,2,4,1
15,2,0.0,00,1,2,1
24,2,13.636363636363635,11,3,3,1
18,2,0.0,18,1,3,1
28,3,0.0,07,3,3,1
14,2,0.0,00,2,4,1
41,4,0.0,18,2,1,1
17,2,0.0,17,3,3,1
26,2,0.0,09,3,3,1
27,3,20.833333333333336,12,1,3,1
16,2,7.142857142857142,15,3,3,1
24,2,0.0,18,3,3,1
15,2,0.0,21,2,2,1
24,2,0.0,12,3,3,1
16,2,0.0,13,3,3,1
17,2,0.0,15,1,3,1
13,2,0.0,16,2,4,1
26,4,0.0,13,2,3,1
31,4,18.51851851851852,15,2,3,1
27,3,8.333333333333332,17,2,3,1
28,3,0.0,16,1,1,1
24,2,0.0,05,3,3,1
15,2,0.0,17,3,3,1
16,2,0.0,18,3,4,1
18,2,0.0,19,2,3,1
22,2,0.0,11,1,2,1
24,2,13.636363636363635,14,3,2,1
24,2,13.636363636363635,16,3,2,1
24,2,13.636363636363635,20,3,2,1
18,2,0.0,20,2,3,1
24,2,13.636363636363635,19,3,3,1
31,2,0.0,07,1,3,1
29,3,0.0,19,1,1,1
24,2,0.0,20,3,3,1
35,2,0.0,08,3,3,1
24,2,13.636363636363635,14,3,2,1
16,2,0.0,15,1,1,1
24,2,13.636363636363635,16,3,2,1
24,2,13.636363636363635,18,3,2,1
24,2,13.636363636363635,22,3,3,1
24,2,13.636363636363635,22,3,3,1
24,2,0.0,07,3,3,1
24,2,13.636363636363635,08,3,3,1
17,3,0.0,14,1,2,1
24,2,0.0,22,2,3,1
24,2,0.0,22,3,3,1
24,2,0.0,00,2,3,1
15,2,0.0,23,2,3,1
11,2,0.0,07,2,2,1
34,4,0.0,19,1,3,1
17,2,0.0,13,3,4,1
24,2,0.0,11,3,2,1
18,3,0.0,03,2,3,1
24,2,0.0,01,3,3,1
16,2,0.0,12,3,4,1
24,2,0.0,01,3,3,1
24,2,13.636363636363635,04,3,2,1
24,2,13.636363636363635,09,3,2,1
24,2,13.636363636363635,09,2,2,1
24,2,13.636363636363635,10,2,2,1
24,2,13.636363636363635,10,2,2,1
24,2,13.636363636363635,12,3,2,1
19,3,0.0,14,3,3,1
24,3,57.14285714285714,18,3,2,1
24,2,0.0,07,2,3,1
12,2,0.0,17,2,1,1
22,2,0.0,16,1,4,1
18,2,0.0,04,2,2,1
19,2,0.0,02,1,3,1
25,3,0.0,02,3,1,1
17,3,0.0,11,3,2,1
17,3,0.0,12,3,2,1
26,4,0.0,01,3,2,1
23,3,0.0,18,3,3,1
23,3,0.0,17,3,3,1
21,2,0.0,21,3,3,1
26,3,8.695652173913043,02,1,3,1
39,4,8.571428571428571,12,1,3,1
23,2,0.0,20,1,3,1
23,3,0.0,01,1,3,1
24,2,0.0,03,3,3,1
18,2,0.0,07,3,3,1
29,2,0,00,3,4,1
18,2,0.0,16,3,3,1
23,3,0.0,05,3,4,1
24,3,0.0,17,3,1,1
18,2,0.0,11,2,5,1
25,3,0.0,14,3,3,1
23,3,10.0,20,1,3,1
27,2,4.0,03,4,3,1
24,2,0.0,00,3,3,1
24,2,0.0,04,3,3,1
